Date,Gougouhema_0,Djero_0,Dargue_0,Dargue_4
2005-04-08,0.08632401755729685,,,
2005-04-09,,,,
2005-04-10,,,,
2005-04-11,,,,
2005-04-12,,,,
2005-04-13,,,,
2005-04-14,,,,
2005-04-15,,,,
2005-04-16,,,,
2005-04-17,,,,
2005-04-18,,,,
2005-04-19,,,,
2005-04-20,,,,
2005-04-21,,,,
2005-04-22,,,,
2005-04-23,,,,
2005-04-24,,,,
2005-04-25,,,,
2005-04-26,,,,
2005-04-27,,,,
2005-04-28,,,,
2005-04-29,,,,
2005-04-30,,,,
2005-05-01,,,,
2005-05-02,,,,
2005-05-03,,,,
2005-05-04,,,,
2005-05-05,,,,
2005-05-06,,,,
2005-05-07,,,,
2005-05-08,,0.0594576522444632,,
2005-05-09,,,,
2005-05-10,0.07496817138158449,,,
2005-05-11,,,,
2005-05-12,,,,
2005-05-13,,,,
2005-05-14,,,,
2005-05-15,,,,
2005-05-16,,,,
2005-05-17,,,,
2005-05-18,,,,
2005-05-19,,,0.09156220349790914,0.09221645411433875
2005-05-20,,,,
2005-05-21,,,,
2005-05-22,,,,
2005-05-23,,,,
2005-05-24,,0.06327567860846493,,
2005-05-25,,,,
2005-05-26,0.06840787495259233,,,
2005-05-27,,,,
2005-05-28,,,,
2005-05-29,,,,
2005-05-30,,,,
2005-05-31,,,,
2005-06-01,,,,
2005-06-02,,,,
2005-06-03,,,,
2005-06-04,,,0.04426824059550574,0.021376827267476358
2005-06-05,,,,
2005-06-06,,,,
2005-06-07,,,,
2005-06-08,,,,
2005-06-09,,,,
2005-06-10,,,,
2005-06-11,,,,
2005-06-12,,,,
2005-06-13,,,,
2005-06-14,,,,
2005-06-15,,,,
2005-06-16,,,,
2005-06-17,,,,
2005-06-18,,,,
2005-06-19,,,,
2005-06-20,,,,
2005-06-21,,,,
2005-06-22,,,,
2005-06-23,,,,
2005-06-24,,,,
2005-06-25,,,,
2005-06-26,,,,
2005-06-27,,,,
2005-06-28,,,,
2005-06-29,,,,
2005-06-30,,,,
2005-07-01,,,,
2005-07-02,,,,
2005-07-03,,,,
2005-07-04,,,,
2005-07-05,,,,
2005-07-06,,,0.08854084949396612,0.08453167719089552
2005-07-07,,,,
2005-07-08,,,,
2005-07-09,,,,
2005-07-10,,,,
2005-07-11,,,,
2005-07-12,,,,
2005-07-13,,,,
2005-07-14,,,,
2005-07-15,,,,
2005-07-16,,,,
2005-07-17,,,,
2005-07-18,,,,
2005-07-19,,,,
2005-07-20,,,,
2005-07-21,,,,
2005-07-22,,,-0.4436363182927173,-0.4419413917111398
2005-07-23,,,,
2005-07-24,,,,
2005-07-25,,,,
2005-07-26,,,,
2005-07-27,,,,
2005-07-28,,,,
2005-07-29,,,,
2005-07-30,,,,
2005-07-31,,,,
2005-08-01,,,,
2005-08-02,,,,
2005-08-03,,,,
2005-08-04,,,,
2005-08-05,,,,
2005-08-06,,,,
2005-08-07,,,,
2005-08-08,,,,
2005-08-09,,,,
2005-08-10,,,,
2005-08-11,,,,
2005-08-12,,,,
2005-08-13,,,,
2005-08-14,,,,
2005-08-15,,,,
2005-08-16,,,,
2005-08-17,,,,
2005-08-18,,,,
2005-08-19,,,,
2005-08-20,,,,
2005-08-21,,,,
2005-08-22,,,,
2005-08-23,,,,
2005-08-24,,,,
2005-08-25,,,,
2005-08-26,,,,
2005-08-27,,,,
2005-08-28,,,,
2005-08-29,,,,
2005-08-30,,,,
2005-08-31,,,,
2005-09-01,,,,
2005-09-02,,,,
2005-09-03,,,,
2005-09-04,,,,
2005-09-05,,,,
2005-09-06,,,,
2005-09-07,,,,
2005-09-08,,,,
2005-09-09,,,,
2005-09-10,,,,
2005-09-11,,,,
2005-09-12,,,,
2005-09-13,,,,
2005-09-14,,,,
2005-09-15,0.15244809042064236,,,
2005-09-16,,,,
2005-09-17,,,,
2005-09-18,,,,
2005-09-19,,,,
2005-09-20,,,,
2005-09-21,,,,
2005-09-22,,,,
2005-09-23,,,,
2005-09-24,,,,
2005-09-25,,,,
2005-09-26,,,,
2005-09-27,,,,
2005-09-28,,,,
2005-09-29,,0.1252234403028188,,
2005-09-30,,,,
2005-10-01,,,,
2005-10-02,,,,
2005-10-03,,,,
2005-10-04,,,,
2005-10-05,,,,
2005-10-06,,,,
2005-10-07,,,,
2005-10-08,,,,
2005-10-09,,,,
2005-10-10,,,0.14006926354899013,0.15271059069140563
2005-10-11,,,,
2005-10-12,,,,
2005-10-13,,,,
2005-10-14,,,,
2005-10-15,,0.11488046636528275,,
2005-10-16,,,,
2005-10-17,0.11367510171626405,,,
2005-10-18,,,,
2005-10-19,,,,
2005-10-20,,,,
2005-10-21,,,,
2005-10-22,,,,
2005-10-23,,,,
2005-10-24,,,,
2005-10-25,,,,
2005-10-26,,,0.12592956758115328,0.14015250873598437
2005-10-27,,,,
2005-10-28,,,,
2005-10-29,,,,
2005-10-30,,,,
2005-10-31,,0.09417343058039077,,
2005-11-01,,,,
2005-11-02,,,,
2005-11-03,,,,
2005-11-04,,,,
2005-11-05,,,,
2005-11-06,,,,
2005-11-07,,,,
2005-11-08,,,,
2005-11-09,,,,
2005-11-10,,,,
2005-11-11,,,0.11677074150608399,0.12534820772192495
2005-11-12,,,,
2005-11-13,,,,
2005-11-14,,,,
2005-11-15,,,,
2005-11-16,,0.08774903098226033,,
2005-11-17,,,,
2005-11-18,0.09739821582417521,,,
2005-11-19,,,,
2005-11-20,,,,
2005-11-21,,,,
2005-11-22,,,,
2005-11-23,,,,
2005-11-24,,,,
2005-11-25,,,,
2005-11-26,,,,
2005-11-27,,,,
2005-11-28,,,,
2005-11-29,,,,
2005-11-30,,,,
2005-12-01,,,,
2005-12-02,,,,
2005-12-03,,,,
2005-12-04,,,,
2005-12-05,,,,
2005-12-06,,,,
2005-12-07,,,,
2005-12-08,,,,
2005-12-09,,,,
2005-12-10,,,,
2005-12-11,,,,
2005-12-12,,,,
2005-12-13,,,,
2005-12-14,,,,
2005-12-15,,,,
2005-12-16,,,,
2005-12-17,,,,
2005-12-18,,,,
2005-12-19,,,,
2005-12-20,,,,
2005-12-21,,,,
2005-12-22,,,,
2005-12-23,,,,
2005-12-24,,,,
2005-12-25,,,,
2005-12-26,,,,
2005-12-27,,,,
2005-12-28,,,,
2005-12-29,,,,
2005-12-30,,,,
2005-12-31,,,,
2006-01-01,,,,
2006-01-02,,,,
2006-01-03,,,,
2006-01-04,,,,
2006-01-05,,,,
2006-01-06,,,,
2006-01-07,,,,
2006-01-08,,,,
2006-01-09,,,,
2006-01-10,,,,
2006-01-11,,,,
2006-01-12,,,,
2006-01-13,,,,
2006-01-14,,,,
2006-01-15,,,,
2006-01-16,,,,
2006-01-17,,,,
2006-01-18,,,,
2006-01-19,,,,
2006-01-20,,,,
2006-01-21,,,,
2006-01-22,,,,
2006-01-23,,,,
2006-01-24,,,,
2006-01-25,,,,
2006-01-26,,,,
2006-01-27,,,,
2006-01-28,,,,
2006-01-29,,,,
2006-01-30,,,,
2006-01-31,,,,
2006-02-01,,,,
2006-02-02,,,,
2006-02-03,,,,
2006-02-04,,0.07416738368979232,,
2006-02-05,,,,
2006-02-06,,,,
2006-02-07,,,,
2006-02-08,,,,
2006-02-09,,,,
2006-02-10,,,,
2006-02-11,,,,
2006-02-12,,,,
2006-02-13,,,,
2006-02-14,,,,
2006-02-15,,,,
2006-02-16,,,,
2006-02-17,,,,
2006-02-18,,,,
2006-02-19,,,,
2006-02-20,,0.06290393571800039,,
2006-02-21,,,,
2006-02-22,,,,
2006-02-23,,,,
2006-02-24,,,,
2006-02-25,,,,
2006-02-26,,,,
2006-02-27,,,,
2006-02-28,,,,
2006-03-01,,,,
2006-03-02,,,,
2006-03-03,,,,
2006-03-04,,,,
2006-03-05,,,,
2006-03-06,,,,
2006-03-07,,,,
2006-03-08,,0.062436594011000594,,
2006-03-09,,,,
2006-03-10,0.07677907932867394,,,
2006-03-11,,,,
2006-03-12,,,,
2006-03-13,,,,
2006-03-14,,,,
2006-03-15,,,,
2006-03-16,,,,
2006-03-17,,,,
2006-03-18,,,,
2006-03-19,,,0.09846304076085369,0.09969769970086756
2006-03-20,,,,
2006-03-21,,,,
2006-03-22,,,,
2006-03-23,,,,
2006-03-24,,0.07366552353900335,,
2006-03-25,,,,
2006-03-26,0.08500686962603722,,,
2006-03-27,,,,
2006-03-28,,,,
2006-03-29,,,,
2006-03-30,,,,
2006-03-31,,,,
2006-04-01,,,,
2006-04-02,,,,
2006-04-03,,,,
2006-04-04,,,0.0957045732757464,0.09879356961920904
2006-04-05,,,,
2006-04-06,,,,
2006-04-07,,,,
2006-04-08,,,,
2006-04-09,,0.06973565214534636,,
2006-04-10,,,,
2006-04-11,0.08282383622670217,,,
2006-04-12,,,,
2006-04-13,,,,
2006-04-14,,,,
2006-04-15,,,,
2006-04-16,,,,
2006-04-17,,,,
2006-04-18,,,,
2006-04-19,,,,
2006-04-20,,,,
2006-04-21,,,,
2006-04-22,,,,
2006-04-23,,,,
2006-04-24,,,,
2006-04-25,,,,
2006-04-26,,,,
2006-04-27,,,,
2006-04-28,,,,
2006-04-29,,,,
2006-04-30,,,,
2006-05-01,,,,
2006-05-02,,,,
2006-05-03,,,,
2006-05-04,,,,
2006-05-05,,,,
2006-05-06,,,0.08069522837315209,0.08978342146609011
2006-05-07,,,,
2006-05-08,,,,
2006-05-09,,,,
2006-05-10,,,,
2006-05-11,,,,
2006-05-12,,,,
2006-05-13,,,,
2006-05-14,,,,
2006-05-15,,,,
2006-05-16,,,,
2006-05-17,,,,
2006-05-18,,,,
2006-05-19,,,,
2006-05-20,,,,
2006-05-21,,,,
2006-05-22,,,,
2006-05-23,,,,
2006-05-24,,,,
2006-05-25,,,,
2006-05-26,,,,
2006-05-27,,,,
2006-05-28,,,,
2006-05-29,,,,
2006-05-30,,,,
2006-05-31,,,,
2006-06-01,,,,
2006-06-02,,,,
2006-06-03,,,,
2006-06-04,,,,
2006-06-05,,,,
2006-06-06,,,,
2006-06-07,,,,
2006-06-08,,,,
2006-06-09,,,,
2006-06-10,,,,
2006-06-11,,,,
2006-06-12,,,,
2006-06-13,,,,
2006-06-14,,,,
2006-06-15,,,,
2006-06-16,,,,
2006-06-17,,,,
2006-06-18,,,,
2006-06-19,,,,
2006-06-20,,,,
2006-06-21,,,,
2006-06-22,,,,
2006-06-23,,,,
2006-06-24,,,,
2006-06-25,,,,
2006-06-26,,,,
2006-06-27,,,,
2006-06-28,,0.056873900456321014,,
2006-06-29,,,,
2006-06-30,0.060593440977946944,,,
2006-07-01,,,,
2006-07-02,,,,
2006-07-03,,,,
2006-07-04,,,,
2006-07-05,,,,
2006-07-06,,,,
2006-07-07,,,,
2006-07-08,,,,
2006-07-09,,,,
2006-07-10,,,,
2006-07-11,,,,
2006-07-12,,,,
2006-07-13,,,,
2006-07-14,,0.035194274649290994,,
2006-07-15,,,,
2006-07-16,0.05950635886721053,,,
2006-07-17,,,,
2006-07-18,,,,
2006-07-19,,,,
2006-07-20,,,,
2006-07-21,,,,
2006-07-22,,,,
2006-07-23,,,,
2006-07-24,,,,
2006-07-25,,,,
2006-07-26,,,,
2006-07-27,,,,
2006-07-28,,,,
2006-07-29,,,,
2006-07-30,,0.07368245171026395,,
2006-07-31,,,,
2006-08-01,,,,
2006-08-02,,,,
2006-08-03,,,,
2006-08-04,,,,
2006-08-05,,,,
2006-08-06,,,,
2006-08-07,,,,
2006-08-08,,,,
2006-08-09,,,,
2006-08-10,,,,
2006-08-11,,,,
2006-08-12,,,,
2006-08-13,,,,
2006-08-14,,,,
2006-08-15,,,,
2006-08-16,,,,
2006-08-17,0.10697829919385005,,,
2006-08-18,,,,
2006-08-19,,,,
2006-08-20,,,,
2006-08-21,,,,
2006-08-22,,,,
2006-08-23,,,,
2006-08-24,,,,
2006-08-25,,,,
2006-08-26,,,,
2006-08-27,,,,
2006-08-28,,,,
2006-08-29,,,,
2006-08-30,,,,
2006-08-31,,,,
2006-09-01,,,,
2006-09-02,,,,
2006-09-03,,,,
2006-09-04,,,,
2006-09-05,,,,
2006-09-06,,,,
2006-09-07,,,,
2006-09-08,,,,
2006-09-09,,,,
2006-09-10,,,,
2006-09-11,,,,
2006-09-12,,,,
2006-09-13,,,,
2006-09-14,,,,
2006-09-15,,,,
2006-09-16,,,,
2006-09-17,,,,
2006-09-18,,,,
2006-09-19,,,,
2006-09-20,,,,
2006-09-21,,,,
2006-09-22,,,,
2006-09-23,,,,
2006-09-24,,,,
2006-09-25,,,,
2006-09-26,,,,
2006-09-27,,,,
2006-09-28,,,,
2006-09-29,,,,
2006-09-30,,,,
2006-10-01,,,,
2006-10-02,,,,
2006-10-03,,,,
2006-10-04,,,,
2006-10-05,,,,
2006-10-06,,,,
2006-10-07,,,,
2006-10-08,,,,
2006-10-09,,,,
2006-10-10,,,,
2006-10-11,,,,
2006-10-12,,,,
2006-10-13,,,,
2006-10-14,,,,
2006-10-15,,,,
2006-10-16,,,,
2006-10-17,,,,
2006-10-18,,0.09338293950035766,,
2006-10-19,,,,
2006-10-20,,,,
2006-10-21,,,,
2006-10-22,,,,
2006-10-23,,,,
2006-10-24,,,,
2006-10-25,,,,
2006-10-26,,,,
2006-10-27,,,,
2006-10-28,,,,
2006-10-29,,,0.13042487772997016,0.1447703570998483
2006-10-30,,,,
2006-10-31,,,,
2006-11-01,,,,
2006-11-02,,,,
2006-11-03,,0.09527262436776729,,
2006-11-04,,,,
2006-11-05,0.10611056957307889,,,
2006-11-06,,,,
2006-11-07,,,,
2006-11-08,,,,
2006-11-09,,,,
2006-11-10,,,,
2006-11-11,,,,
2006-11-12,,,,
2006-11-13,,,,
2006-11-14,,,0.11078309550992962,0.1309719143168644
2006-11-15,,,,
2006-11-16,,,,
2006-11-17,,,,
2006-11-18,,,,
2006-11-19,,,,
2006-11-20,,,,
2006-11-21,0.09918400173708279,,,
2006-11-22,,,,
2006-11-23,,,,
2006-11-24,,,,
2006-11-25,,,,
2006-11-26,,,,
2006-11-27,,,,
2006-11-28,,,,
2006-11-29,,,,
2006-11-30,,,0.10407381469574015,0.12416815842113067
2006-12-01,,,,
2006-12-02,,,,
2006-12-03,,,,
2006-12-04,,,,
2006-12-05,,,,
2006-12-06,,,,
2006-12-07,,,,
2006-12-08,,,,
2006-12-09,,,,
2006-12-10,,,,
2006-12-11,,,,
2006-12-12,,,,
2006-12-13,,,,
2006-12-14,,,,
2006-12-15,,,,
2006-12-16,,,,
2006-12-17,,,,
2006-12-18,,,,
2006-12-19,,,,
2006-12-20,,,,
2006-12-21,,,,
2006-12-22,,,,
2006-12-23,,,,
2006-12-24,,,,
2006-12-25,,,,
2006-12-26,,,,
2006-12-27,,,,
2006-12-28,,,,
2006-12-29,,,,
2006-12-30,,,,
2006-12-31,,,,
2007-01-01,,,,
2007-01-02,,,,
2007-01-03,,,,
2007-01-04,,,,
2007-01-05,,,,
2007-01-06,,,,
2007-01-07,,,,
2007-01-08,,,,
2007-01-09,,,,
2007-01-10,,,,
2007-01-11,,,,
2007-01-12,,,,
2007-01-13,,,,
2007-01-14,,,,
2007-01-15,,,,
2007-01-16,,,,
2007-01-17,,,,
2007-01-18,,,,
2007-01-19,,,,
2007-01-20,,,,
2007-01-21,,,,
2007-01-22,,,,
2007-01-23,,,,
2007-01-24,,,,
2007-01-25,,,,
2007-01-26,,,,
2007-01-27,,,,
2007-01-28,,,,
2007-01-29,,,,
2007-01-30,,,,
2007-01-31,,,,
2007-02-01,,,,
2007-02-02,,,,
2007-02-03,,,,
2007-02-04,,,,
2007-02-05,,,,
2007-02-06,,,,
2007-02-07,,,,
2007-02-08,,,,
2007-02-09,,,,
2007-02-10,,,,
2007-02-11,,,,
2007-02-12,,,,
2007-02-13,,,,
2007-02-14,,,,
2007-02-15,,,,
2007-02-16,,,,
2007-02-17,,,,
2007-02-18,,,,
2007-02-19,,,,
2007-02-20,,,,
2007-02-21,,,,
2007-02-22,,,,
2007-02-23,,0.06282886029714227,,
2007-02-24,,,,
2007-02-25,0.08750628740000185,,,
2007-02-26,,,,
2007-02-27,,,,
2007-02-28,,,,
2007-03-01,,,,
2007-03-02,,,,
2007-03-03,,,,
2007-03-04,,,,
2007-03-05,,,,
2007-03-06,,,0.09314034270433173,0.09884267510519142
2007-03-07,,,,
2007-03-08,,,,
2007-03-09,,,,
2007-03-10,,,,
2007-03-11,,0.06406251105631797,,
2007-03-12,,,,
2007-03-13,0.08309596691904451,,,
2007-03-14,,,,
2007-03-15,,,,
2007-03-16,,,,
2007-03-17,,,,
2007-03-18,,,,
2007-03-19,,,,
2007-03-20,,,,
2007-03-21,,,,
2007-03-22,,,0.09685370655639101,0.10050529658915287
2007-03-23,,,,
2007-03-24,,,,
2007-03-25,,,,
2007-03-26,,,,
2007-03-27,,,,
2007-03-28,,,,
2007-03-29,0.08442373877655708,,,
2007-03-30,,,,
2007-03-31,,,,
2007-04-01,,,,
2007-04-02,,,,
2007-04-03,,,,
2007-04-04,,,,
2007-04-05,,,,
2007-04-06,,,,
2007-04-07,,,,
2007-04-08,,,,
2007-04-09,,,,
2007-04-10,,,,
2007-04-11,,,,
2007-04-12,,0.05922373924878478,,
2007-04-13,,,,
2007-04-14,,,,
2007-04-15,,,,
2007-04-16,,,,
2007-04-17,,,,
2007-04-18,,,,
2007-04-19,,,,
2007-04-20,,,,
2007-04-21,,,,
2007-04-22,,,,
2007-04-23,,,,
2007-04-24,,,,
2007-04-25,,,,
2007-04-26,,,,
2007-04-27,,,,
2007-04-28,,,,
2007-04-29,,,,
2007-04-30,,,,
2007-05-01,,,,
2007-05-02,,,,
2007-05-03,,,,
2007-05-04,,,,
2007-05-05,,,,
2007-05-06,,,,
2007-05-07,,,,
2007-05-08,,,,
2007-05-09,,,,
2007-05-10,,,,
2007-05-11,,,,
2007-05-12,,,,
2007-05-13,,,,
2007-05-14,,0.053717392510793764,,
2007-05-15,,,,
2007-05-16,,,,
2007-05-17,,,,
2007-05-18,,,,
2007-05-19,,,,
2007-05-20,,,,
2007-05-21,,,,
2007-05-22,,,,
2007-05-23,,,,
2007-05-24,,,,
2007-05-25,,,0.08546139143263427,0.09477182568322635
2007-05-26,,,,
2007-05-27,,,,
2007-05-28,,,,
2007-05-29,,,,
2007-05-30,,,,
2007-05-31,,,,
2007-06-01,,,,
2007-06-02,,,,
2007-06-03,,,,
2007-06-04,,,,
2007-06-05,,,,
2007-06-06,,,,
2007-06-07,,,,
2007-06-08,,,,
2007-06-09,,,,
2007-06-10,,,0.08747254427948041,0.09365001703985107
2007-06-11,,,,
2007-06-12,,,,
2007-06-13,,,,
2007-06-14,,,,
2007-06-15,,0.06302540464808606,,
2007-06-16,,,,
2007-06-17,,,,
2007-06-18,,,,
2007-06-19,,,,
2007-06-20,,,,
2007-06-21,,,,
2007-06-22,,,,
2007-06-23,,,,
2007-06-24,,,,
2007-06-25,,,,
2007-06-26,,,,
2007-06-27,,,,
2007-06-28,,,,
2007-06-29,,,,
2007-06-30,,,,
2007-07-01,,,,
2007-07-02,,,,
2007-07-03,,,,
2007-07-04,,,,
2007-07-05,,,,
2007-07-06,,,,
2007-07-07,,,,
2007-07-08,,,,
2007-07-09,,,,
2007-07-10,,,,
2007-07-11,,,,
2007-07-12,,,,
2007-07-13,,,,
2007-07-14,,,,
2007-07-15,,,,
2007-07-16,,,,
2007-07-17,,,,
2007-07-18,,,,
2007-07-19,,,,
2007-07-20,,,,
2007-07-21,,,,
2007-07-22,,,,
2007-07-23,,,,
2007-07-24,,,,
2007-07-25,,,,
2007-07-26,,,,
2007-07-27,,,,
2007-07-28,,,,
2007-07-29,,,,
2007-07-30,,,,
2007-07-31,,,,
2007-08-01,,,,
2007-08-02,,,,
2007-08-03,,,,
2007-08-04,,,,
2007-08-05,,,,
2007-08-06,,,,
2007-08-07,,,,
2007-08-08,,,,
2007-08-09,,,,
2007-08-10,,,,
2007-08-11,,,,
2007-08-12,,,,
2007-08-13,,,,
2007-08-14,,,,
2007-08-15,,,,
2007-08-16,,,,
2007-08-17,,,,
2007-08-18,,,,
2007-08-19,,,,
2007-08-20,0.18477953182354492,,,
2007-08-21,,,,
2007-08-22,,,,
2007-08-23,,,,
2007-08-24,,,,
2007-08-25,,,,
2007-08-26,,,,
2007-08-27,,,,
2007-08-28,,,,
2007-08-29,,,,
2007-08-30,,,,
2007-08-31,,,,
2007-09-01,,,,
2007-09-02,,,,
2007-09-03,,,,
2007-09-04,,,,
2007-09-05,,,,
2007-09-06,,,,
2007-09-07,,,,
2007-09-08,,,,
2007-09-09,,,,
2007-09-10,,,,
2007-09-11,,,,
2007-09-12,,,,
2007-09-13,,,,
2007-09-14,,,,
2007-09-15,,,,
2007-09-16,,,,
2007-09-17,,,,
2007-09-18,,,,
2007-09-19,,,,
2007-09-20,,,,
2007-09-21,,,,
2007-09-22,,,,
2007-09-23,,,,
2007-09-24,,,,
2007-09-25,,,,
2007-09-26,,,,
2007-09-27,,,,
2007-09-28,,,,
2007-09-29,,,,
2007-09-30,,,,
2007-10-01,,,,
2007-10-02,,,,
2007-10-03,,,,
2007-10-04,,,,
2007-10-05,,0.10367550841178179,,
2007-10-06,,,,
2007-10-07,,,,
2007-10-08,,,,
2007-10-09,,,,
2007-10-10,,,,
2007-10-11,,,,
2007-10-12,,,,
2007-10-13,,,,
2007-10-14,,,,
2007-10-15,,,,
2007-10-16,,,,
2007-10-17,,,,
2007-10-18,,,,
2007-10-19,,,,
2007-10-20,,,,
2007-10-21,,,,
2007-10-22,,,,
2007-10-23,,,,
2007-10-24,,,,
2007-10-25,,,,
2007-10-26,,,,
2007-10-27,,,,
2007-10-28,,,,
2007-10-29,,,,
2007-10-30,,,,
2007-10-31,,,,
2007-11-01,,,,
2007-11-02,,,,
2007-11-03,,,,
2007-11-04,,,,
2007-11-05,,,,
2007-11-06,,0.08870207785213327,,
2007-11-07,,,,
2007-11-08,0.11447881835460316,,,
2007-11-09,,,,
2007-11-10,,,,
2007-11-11,,,,
2007-11-12,,,,
2007-11-13,,,,
2007-11-14,,,,
2007-11-15,,,,
2007-11-16,,,,
2007-11-17,,,,
2007-11-18,,,,
2007-11-19,,,,
2007-11-20,,,,
2007-11-21,,,,
2007-11-22,,,,
2007-11-23,,,,
2007-11-24,0.1071976652763287,,,
2007-11-25,,,,
2007-11-26,,,,
2007-11-27,,,,
2007-11-28,,,,
2007-11-29,,,,
2007-11-30,,,,
2007-12-01,,,,
2007-12-02,,,,
2007-12-03,,,,
2007-12-04,,,,
2007-12-05,,,,
2007-12-06,,,,
2007-12-07,,,,
2007-12-08,,,,
2007-12-09,,,,
2007-12-10,,,,
2007-12-11,,,,
2007-12-12,,,,
2007-12-13,,,,
2007-12-14,,,,
2007-12-15,,,,
2007-12-16,,,,
2007-12-17,,,,
2007-12-18,,,,
2007-12-19,,,0.1275711399383386,0.1422537342601958
2007-12-20,,,,
2007-12-21,,,,
2007-12-22,,,,
2007-12-23,,,,
2007-12-24,,,,
2007-12-25,,,,
2007-12-26,,,,
2007-12-27,,,,
2007-12-28,,,,
2007-12-29,,,,
2007-12-30,,,,
2007-12-31,,,,
2008-01-01,,,,
2008-01-02,,,,
2008-01-03,,,,
2008-01-04,,,0.1028262057154984,0.11026620043060822
2008-01-05,,,,
2008-01-06,,,,
2008-01-07,,,,
2008-01-08,,,,
2008-01-09,,,,
2008-01-10,,,,
2008-01-11,,,,
2008-01-12,,,,
2008-01-13,,,,
2008-01-14,,,,
2008-01-15,,,,
2008-01-16,,,,
2008-01-17,,,,
2008-01-18,,,,
2008-01-19,,,,
2008-01-20,,,0.10096089503722253,0.1091306984874685
2008-01-21,,,,
2008-01-22,,,,
2008-01-23,,,,
2008-01-24,,,,
2008-01-25,,,,
2008-01-26,,,,
2008-01-27,,,,
2008-01-28,,,,
2008-01-29,,,,
2008-01-30,,,,
2008-01-31,,,,
2008-02-01,,,,
2008-02-02,,,,
2008-02-03,,,,
2008-02-04,,,,
2008-02-05,,,0.09992436022205023,0.10902773931499778
2008-02-06,,,,
2008-02-07,,,,
2008-02-08,,,,
2008-02-09,,,,
2008-02-10,,,,
2008-02-11,,,,
2008-02-12,,,,
2008-02-13,,,,
2008-02-14,,,,
2008-02-15,,,,
2008-02-16,,,,
2008-02-17,,,,
2008-02-18,,,,
2008-02-19,,,,
2008-02-20,,,,
2008-02-21,,,0.06417746998385294,0.06679978084081985
2008-02-22,,,,
2008-02-23,,,,
2008-02-24,,,,
2008-02-25,,,,
2008-02-26,,0.06066662913354055,,
2008-02-27,,,,
2008-02-28,0.09098414465702226,,,
2008-02-29,,,,
2008-03-01,,,,
2008-03-02,,,,
2008-03-03,,,,
2008-03-04,,,,
2008-03-05,,,,
2008-03-06,,,,
2008-03-07,,,,
2008-03-08,,,0.0909546292583949,0.09466554221601418
2008-03-09,,,,
2008-03-10,,,,
2008-03-11,,,,
2008-03-12,,,,
2008-03-13,,0.04976223175594095,,
2008-03-14,,,,
2008-03-15,0.08626003585430482,,,
2008-03-16,,,,
2008-03-17,,,,
2008-03-18,,,,
2008-03-19,,,,
2008-03-20,,,,
2008-03-21,,,,
2008-03-22,,,,
2008-03-23,,,,
2008-03-24,,,0.09263455618121073,0.09726002701218917
2008-03-25,,,,
2008-03-26,,,,
2008-03-27,,,,
2008-03-28,,,,
2008-03-29,,0.06961790103673753,,
2008-03-30,,,,
2008-03-31,0.0894266765383902,,,
2008-04-01,,,,
2008-04-02,,,,
2008-04-03,,,,
2008-04-04,,,,
2008-04-05,,,,
2008-04-06,,,,
2008-04-07,,,,
2008-04-08,,,,
2008-04-09,,,,
2008-04-10,,,,
2008-04-11,,,,
2008-04-12,,,,
2008-04-13,,,,
2008-04-14,,0.07395413429897599,,
2008-04-15,,,,
2008-04-16,0.09000202224810051,,,
2008-04-17,,,,
2008-04-18,,,,
2008-04-19,,,,
2008-04-20,,,,
2008-04-21,,,,
2008-04-22,,,,
2008-04-23,,,,
2008-04-24,,,,
2008-04-25,,,,
2008-04-26,,,,
2008-04-27,,,,
2008-04-28,,,,
2008-04-29,,,,
2008-04-30,,,,
2008-05-01,,,,
2008-05-02,0.08147037725439238,,,
2008-05-03,,,,
2008-05-04,,,,
2008-05-05,,,,
2008-05-06,,,,
2008-05-07,,,,
2008-05-08,,,,
2008-05-09,,,,
2008-05-10,,,,
2008-05-11,,,,
2008-05-12,,,,
2008-05-13,,,,
2008-05-14,,,,
2008-05-15,,,,
2008-05-16,,,,
2008-05-17,,,,
2008-05-18,0.07555689432098764,,,
2008-05-19,,,,
2008-05-20,,,,
2008-05-21,,,,
2008-05-22,,,,
2008-05-23,,,,
2008-05-24,,,,
2008-05-25,,,,
2008-05-26,,,,
2008-05-27,,,,
2008-05-28,,,,
2008-05-29,,,,
2008-05-30,,,,
2008-05-31,,,,
2008-06-01,,0.07021903179344746,,
2008-06-02,,,,
2008-06-03,0.06798371265932335,,,
2008-06-04,,,,
2008-06-05,,,,
2008-06-06,,,,
2008-06-07,,,,
2008-06-08,,,,
2008-06-09,,,,
2008-06-10,,,,
2008-06-11,,,,
2008-06-12,,,,
2008-06-13,,,,
2008-06-14,,,,
2008-06-15,,,,
2008-06-16,,,,
2008-06-17,,0.056826985002624945,,
2008-06-18,,,,
2008-06-19,0.07338959465096484,,,
2008-06-20,,,,
2008-06-21,,,,
2008-06-22,,,,
2008-06-23,,,,
2008-06-24,,,,
2008-06-25,,,,
2008-06-26,,,,
2008-06-27,,,,
2008-06-28,,,,
2008-06-29,,,,
2008-06-30,,,,
2008-07-01,,,,
2008-07-02,,,,
2008-07-03,,0.07894793277612291,,
2008-07-04,,,,
2008-07-05,,,,
2008-07-06,,,,
2008-07-07,,,,
2008-07-08,,,,
2008-07-09,,,,
2008-07-10,,,,
2008-07-11,,,,
2008-07-12,,,,
